Year,Country,alpha_3,Region,Latitude,Longitude,Sonnenscheindauer
1975,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1404.8
1976,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1600.0
1977,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1232.8
1978,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1303.1
1979,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1326.7
1980,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1214.6
1981,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1309.3333333333333
1982,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1469.1666666666667
1983,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1454.8333333333333
1984,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1363.8333333333333
1985,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1519.6833333333334
1986,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1518.7666666666667
1987,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1235.35
1988,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1417.3666666666666
1989,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1726.9333333333334
1990,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1723.05
1991,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1562.1666666666667
1992,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1522.2333333333333
1993,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1456.35
1994,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1369.3166666666666
1995,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1369.5333333333333
1996,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1338.1166666666666
1997,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1537.05
1998,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1433.2666666666667
1999,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1315.1
2000,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1525.6166666666666
2001,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1455.6833333333334
2002,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1420.6666666666667
2003,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1889.65
2004,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1510.7666666666667
2005,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1658.0833333333333
2006,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1704.1333333333334
2007,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1583.4
2008,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1596.4666666666667
2009,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1635.5166666666667
2010,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1443.3666666666666
2011,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1890.45
2012,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1690.2833333333333
2013,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1462.1166666666666
2014,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1609.35
2015,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1813.8666666666666
2016,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1557.0
2017,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1750.7166666666667
2018,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1830.0166666666667
2019,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1753.15
